"SystemName","status","OperatingSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"MediaEncodingCluster","Pre-Alpha","bsd/linux/mac/windows","end-users-desktop/information-technology/other-audience","distributed-computing/video-conversion","English","c++","console-terminal/non-interactive-(daemon)/web-based","2018-10-27","gnu-general-public-license-version-2.0-(gplv2)"
"PHP OpenTailorShop","Pre-Alpha","linux/windows","advanced-end-users","point-of-sale","English/German","php","web-based","2014-07-08","gnu-general-public-license-version-2.0-(gplv2)"
"Password Keeper + Generator","Beta","bsd/linux/mac/windows","end-users-desktop/security/security-professionals/system-administrators","cryptography/password-manager/security","English","java","gnome/java-swing/kde/win32-(ms-windows)/windows-aero/x-window-system-(x11)","2018-09-19","other-license"
"Program Killer","Inactive","windows","developers/other-audience/system-administrators","education/office-business/other-nonlisted-topic/security/systems-administration","English","delphi-kylix/visual-basic","win32-(ms-windows)","2013-03-27","gnu-general-public-license-version-2.0-(gplv2)"
"Scrupp","Alpha","bsd/linux/mac/windows","developers/end-users-desktop","frameworks/game-development-framework/games-entertainment","English","c/lua","opengl","2014-05-30","mit-license"
"Streaminator","Beta","linux","end-users-desktop/information-technology","realtime-processing/streaming","Spanish","free-pascal/lazarus/object-pascal","gnome","2014-12-15","gnu-general-public-license-version-3.0-(gplv3)"
"StrongKey","Beta","linux/solaris/windows","developers/information-technology/system-administrators","cryptography","English","java","web-based","2016-04-06","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Stupid-FTPd","Beta","bsd/linux/solaris","end-users-desktop/system-administrators","file-sharing/file-transfer-protocol-(ftp)/monitoring","English","c","non-interactive-(daemon)","2013-03-22","gnu-general-public-license-version-2.0-(gplv2)"
"Visual Hexapod Controller","Pre-Alpha","linux/mac/windows","advanced-end-users","robotics","English","c++","opengl","2016-11-28","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"YaMeG - Yet another Mencoder Gui","Beta","linux/mac/windows","end-users-desktop","video-conversion","English","java","java-swing","2015-11-16","gnu-general-public-license-version-2.0-(gplv2)"
"Zina is not Andromeda","Beta","linux/mac/windows","end-users-desktop","dynamic-content/mp3","English","php","web-based","2014-07-02","gnu-general-public-license-version-2.0-(gplv2)"
"azure","Beta","windows","other-audience","mmorpg","Brazilian Portuguese","algol-68","web-based","2015-04-20","affero-gnu-public-license"
"jHelpDesk","Alpha","linux/mac/windows","customer-service/information-technology/science-research","office-business/quality-assurance/systems-administration","English/Polish","java/jsp","plugins","2014-06-09","gnu-general-public-license-version-3.0-(gplv3)/other-license"
"xmlrpc-epi","Beta","bsd/linux","developers","cgi-tools-libraries/distributed-computing/object-brokering","English","c","web-based","2013-05-03","bsd-license"
"CaC - Catch And Convert","Beta","linux/mac/windows","end-users-desktop","indexing-search/video-capture/video-conversion","English/German","delphi-kylix/free-pascal/lazarus/object-pascal","carbon-(mac-os-x)/gnome/win32-(ms-windows)","2017-11-10","gnu-general-public-license-version-2.0-(gplv2)"
"Java Modbus Slave & Master Implementatio","Alpha","linux/mac/windows","developers","scientific-engineering","English","java","non-interactive-(daemon)","2013-04-16","bsd-license"
"2D Java Chess","Pre-Alpha","linux/mac/windows","advanced-end-users/developers/end-users-desktop/information-technology","board-games/games-entertainment","English","java","java-swing","2018-04-15","mit-license"
"3D-Chat","Beta","linux/mac/windows","advanced-end-users/developers/education/end-users-desktop","chat/conferencing/games-entertainment","English","java","java-swing/opengl","2013-04-18","gnu-general-public-license-version-2.0-(gplv2)"
"8051 Simulator","Beta","linux/windows","education","simulations","Czech","c++","qt","2016-11-22","gnu-general-public-license-version-3.0-(gplv3)"
"ACIDE","Alpha","linux/mac/windows","developers","integrated-development-environments-(ide)","English/Spanish","java","java-awt/java-swing","2016-03-17","gnu-general-public-license-version-2.0-(gplv2)"
"ASPShell","Beta","windows","developers/system-administrators","browsers/site-management","English","javascript","console-terminal/web-based","2013-04-18","gnu-general-public-license-version-2.0-(gplv2)"
"Argentum Isometric Engine","Abandoned","windows","developers","games-entertainment/multimedia","English","c++","win32-(ms-windows)","2014-05-09","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Babiloo","Beta","linux/mac/windows","education","education","English/Spanish","python","qt","2013-04-16","gnu-general-public-license-version-2.0-(gplv2)"
"CDDC-DBzManager","Pre-Alpha","windows","developers/system-administrators","front-ends","English/French","delphi-kylix","win32-(ms-windows)","2015-05-28","gnu-general-public-license-version-2.0-(gplv2)"
"Calyp","Beta","linux/windows","developers/education/engineering/telecommunications-industry","display/graphics/video","English","c++","qt","2019-03-14","gnu-general-public-license-version-2.0-(gplv2)"
"Chess","Beta","linux/mac/windows","end-users-desktop","board-games/multiplayer/turn-based-strategy","English/German","java","java-swing","2016-03-08","gnu-general-public-license-version-3.0-(gplv3)"
"ComicViewer","Alpha","linux/mac/windows","end-users-desktop","games-entertainment/viewers/www-http","English","java","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2013-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"DFD Edit","Beta","linux/mac/windows","developers/education/information-technology/science-research","software-development","English","tcl","win32-(ms-windows)/x-window-system-(x11)","2013-03-22","bsd-license"
"DNA Sequence Read Toolkit","Inactive","bsd/linux","science-research","bio-informatics","English","c","command-line","2013-04-10","bsd-license"
"DSpatial","Alpha","windows","developers/science-research","earth-sciences/gis/visualization","English","delphi-kylix","win32-(ms-windows)","2013-04-02","mozilla-public-license-1.1-(mpl-1.1)"
"DoS As You Are","Abandoned","windows","education/security/telecommunications-industry/testers","communications/security","English","c#",".net-mono","2015-11-23","public-domain"
"EFlite","Beta","bsd/linux","developers/end-users-desktop","other-nonlisted-topic","English","c","non-interactive-(daemon)","2019-10-13","gnu-general-public-license-version-2.0-(gplv2)"
"Fail2Ban Webinterface","Alpha","linux","advanced-end-users/security-professionals/system-administrators","firewalls/monitoring/systems-administration","English","php","web-based","2017-07-04","creative-commons-attribution-sharealike-license-v3.0"
"FlashFire","Alpha","windows","end-users-desktop","browsers","English","visual-basic","windows-aero","2016-02-06","gnu-general-public-license-version-2.0-(gplv2)"
"Fourier Transform","Alpha","windows","education/science-research","education/information-analysis/mathematics","English","c++","win32-(ms-windows)","2012-07-19","academic-free-license-(afl)/common-public-license-1.0/gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"GM Tools","Inactive","bsd/linux/windows","developers/end-users-desktop","role-playing","English","c/c++","curses-ncurses","2013-01-05","gnu-general-public-license-version-2.0-(gplv2)"
"GUI MINER X11","Beta","windows","advanced-end-users","cryptocurrency/hobbies","Chinese (Simplified)/English/German/Hungarian/Portuguese/Russian/Spanish","php","win32-(ms-windows)","2019-07-29","gnu-general-public-license-version-2.0-(gplv2)"
"Genyris Scripting Language","Beta","linux/mac/windows","developers","interpreters","English","java","command-line/java-swing/web-based","5 days ago","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Hauppauge PVR Linux Driver","Pre-Alpha","bsd/linux","developers","capture-recording/linux/video-capture","English","c","non-interactive-(daemon)","2013-02-21","gnu-general-public-license-version-2.0-(gplv2)"
"Hourglass","Abandoned","bsd/linux/solaris/windows","developers/end-users-desktop","office-business/other-nonlisted-topic/software-development","English","java","win32-(ms-windows)/x-window-system-(x11)","2016-03-20","gnu-general-public-license-version-2.0-(gplv2)"
"Hydranode Project","Beta","bsd/linux/windows","end-users-desktop","file-sharing","English","c++","cocoa-(macos-x)/non-interactive-(daemon)/win32-(ms-windows)/x-window-system-(x11)","2013-03-26","gnu-general-public-license-version-2.0-(gplv2)"
"Isolation Forest","Pre-Alpha","linux/mac/windows","advanced-end-users/aerospace/developers/financial-and-insurance-industry/healthcare-industry/telecommunications-industry","machine-learning","English","c","console-terminal","2014-07-07","gnu-general-public-license-version-2.0-(gplv2)"
"Java Modeling Language (JML)","Beta","bsd/linux/mac/windows","developers/education/information-technology/science-research","code-generators/compilers/debuggers/education","English","java","cocoa-(macos-x)/win32-(ms-windows)/x-window-system-(x11)","2020-04-13","gnu-general-public-license-version-2.0-(gplv2)"
"KinectA","Beta","mac/windows","advanced-end-users","agile-development-tools/information-analysis/realtime-processing","English","c++","opengl","2015-08-01","gnu-general-public-license-version-3.0-(gplv3)"
"Librarian DB","Beta","linux/mac","advanced-end-users/developers/education/end-users-desktop/non-profit-organizations/system-administrators","front-ends/marc-and-book-library-metadata","English","php","web-based","2014-01-31","gnu-general-public-license-version-2.0-(gplv2)"
"LineTracer","Beta","windows","end-users-desktop","graphics-conversion","English","c++","win32-(ms-windows)","2013-04-19","mozilla-public-license-1.1-(mpl-1.1)"
"Look Win XP Desktop: icewm+idesk+xfe","Beta","bsd/linux","end-users-desktop","window-managers","English/Spanish","c++/perl/unix-shell","project-is-a-user-interface-(ui)-system/project-is-a-window-manager","2013-04-11","public-domain"
"LudoX","Beta","linux/windows","other-audience","board-games/turn-based-strategy","English","java","java-awt","2015-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"MPEG-2 TS 1394 decoder","Beta","linux","advanced-end-users/developers","codec/display/players/streaming","English","c","console-terminal","2013-04-22","gnu-general-public-license-version-2.0-(gplv2)"
"MechFight","Alpha","linux/mac/windows","end-users-desktop","board-games/multiplayer/turn-based-strategy","English","java","java-swing","2016-10-05","bsd-license"
"Monopoly for java","Pre-Alpha","linux/mac/windows","end-users-desktop","board-games","English/Italian/Turkish","java","cocoa-(macos-x)/gnome/kde/win32-(ms-windows)","2016-02-21","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"NXML2CSV","Beta","linux/mac/windows","information-technology","text-processing","English","java","java-swing","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"Open Finite Element Analysis","Alpha","linux/mac/windows","developers/end-users-desktop","education/mathematics/symmetric-multi-processing","English","c++","kde","2013-04-11","gnu-general-public-license-version-2.0-(gplv2)"
"PCK-V","Alpha","windows","developers/end-users-desktop","data-formats","English","c#","win32-(ms-windows)/windows-aero","2013-12-28","gnu-general-public-license-version-2.0-(gplv2)"
"PDA ROM Editor","Alpha","windows","advanced-end-users","build-tools/file-management","English","visual-basic-.net","win32-(ms-windows)","2016-02-17","gnu-general-public-license-version-2.0-(gplv2)"
"PEACE","Alpha","bsd","developers/end-users-desktop","bsd/emulators","English/Japanese","c/c++","x-window-system-(x11)","2013-03-07","bsd-license"
"PassReminder (a password manager)","Alpha","bsd/linux/windows","developers/end-users-desktop/other-audience/science-research/system-administrators","internet/security","English/French","java","win32-(ms-windows)/x-window-system-(x11)","2013-04-10","bsd-license"
"Peyote","Beta","bsd/linux","end-users-desktop","players","Russian","python","console-terminal","2018-04-08","gnu-general-public-license-version-3.0-(gplv3)"
"Pure3D Game Engine","Alpha","bsd/linux/windows","developers","frameworks/games-entertainment/multimedia","English/French","c#/c++/lua/python/visual-basic-.net",".net-mono","2013-04-17","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"QNonograms","Alpha","bsd/linux/windows","end-users-desktop","puzzle-games","English","c++","qt","2013-04-08","gnu-general-public-license-version-2.0-(gplv2)"
"Saulot - The Vampire NPC Generator","Beta","bsd/linux","end-users-desktop","role-playing","English/German","delphi-kylix","kde","2015-08-03","gnu-general-public-license-version-2.0-(gplv2)"
"Sky3ds utility for Mac and Linux","Abandoned","linux/mac/windows","developers/end-users-desktop","console-based-games","English/French","python","tk","2016-10-05","public-domain"
"SubRib Editor","Beta","windows","end-users-desktop","editors/video","English","c#","win32-(ms-windows)/windows-aero","2015-07-03","gnu-general-public-license-version-2.0-(gplv2)"
