"SystemName","status","OperationSystems","Audience","Category","Translations","ProgrammingLan","UserInterface","LastUpdate","License"
"Pebble",NA,"linux/mac/windows","advanced-end-users/developers","blogging/message-boards","Chinese (Simplified)/Danish/Dutch/English/Finnish/French/German/Hindi/Hungarian/Italian/Japanese/Mongolian/Norwegian/Polish/Portuguese/Russian/Slovak/Spanish/Swedish","java","web-based","2013-05-02","bsd-license"
"PyS60",NA,"NA","developers","interpreters","NA","c++/python","handheld-mobile-pda","2018-01-22","apache-license-v2.0/python-software-foundation-license"
"Simple Bash Backup Script",NA,"bsd/linux","end-users-desktop/system-administrators","backup/compression","English","unix-shell","NA","2012-09-18","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"WiKID Strong Authentication System",NA,"bsd/linux","end-users-desktop/security/security-professionals/system-administrators","authentication-directory/networking/security","NA","c/java/php","NA","2014-07-18","gnu-general-public-license-version-2.0-(gplv2)/other-license"
"p3d",NA,"linux/mac/solaris/windows","science-research","astronomy","NA","c/unix-shell","console-terminal/motif-lesstif/other-toolkit","14 hours ago","gnu-general-public-license-version-3.0-(gplv3)"
"pyst:  Python for Asterisk","Beta","bsd/linux","developers/information-technology/telecommunications-industry","sound-audio/telephony","English","c/python","NA","2014-07-25","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Dump/Restore ext2/3/4 filesystem backup","Beta","bsd/linux","system-administrators","backup","English","c","NA","2016-09-05","bsd-license"
"Frozen Bubble Windows Port",NA,"windows","end-users-desktop","puzzle-games","English","perl","win32-(ms-windows)","2012-10-23","gnu-general-public-license-version-2.0-(gplv2)"
"Travian Bot for Firefox",NA,"NA","advanced-end-users/end-users-desktop","NA","English","javascript","xul","2016-10-13","gnu-general-public-license-version-2.0-(gplv2)"
"Anitaos",NA,"NA","NA","NA","NA","NA","NA","2018-05-13","NA"
"Motion Time Lapser",NA,"NA","NA","NA","NA","NA","NA","2013-05-30","NA"
"Library of Congress - Transfer Tools","Beta","NA","advanced-end-users/developers/education","file-transfer-protocol-(ftp)/http-servers/other-file-transfer-protocol","NA","java/python/unix-shell","command-line","2016-03-14","public-domain"
"Zeeb",NA,"linux/mac/windows","end-users-desktop","cataloguing","English","NA","NA","2018-09-10","public-domain"
"Gourmet","Beta","bsd/linux/mac/windows","end-users-desktop","gnome","Czech/Dutch/English/French/German/Italian/Slovak/Spanish/Turkish","python","gnome","2014-02-23","gnu-general-public-license-version-2.0-(gplv2)"
"AK PDF Editor",NA,"windows","end-users-desktop/information-technology/management/non-profit-organizations","desktop-publishing/editors/office-suites","NA","c#","win32-(ms-windows)","2020-02-03","NA"
"Smallftpd",NA,"NA","NA","NA","NA","NA","NA","2013-04-08","NA"
"EMC Documentum RepoInt","Beta","windows","developers/system-administrators","enterprise","English","java","eclipse","2015-08-05","bsd-license"
"FindMyPhone","Alpha","android","end-users-desktop","mobile","English/Swedish","java","handheld-mobile-pda","2017-10-11","gnu-general-public-license-version-2.0-(gplv2)"
"Freevo - Media Centre Platform",NA,"bsd/linux/mac","developers/end-users-desktop","home-theater-pc/mp3/video-capture","NA","c/python","x-window-system-(x11)","2013-06-05","gnu-general-public-license-version-2.0-(gplv2)"
"Hunspell/Aspell for Ukrainian",NA,"bsd/linux/solaris","end-users-desktop/system-administrators","text-editors","NA","NA","NA","2016-08-16","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)/mozilla-public-license-1.1-(mpl-1.1)"
"Kmicic ROM",NA,"android","NA","NA","English/Polish","NA","NA","2016-03-19","NA"
"LazView","Beta","linux/windows","NA","viewers","Brazilian Portuguese/Chinese (Traditional)/Dutch/English/French/Greek/Italian/Japanese/Russian/Spanish","free-pascal","gtk+/qt/win32-(ms-windows)","2020-04-14","gnu-library-or-lesser-general-public-license-version-3.0-(lgplv3)"
"Lizzy",NA,"linux/mac/windows","developers/end-users-desktop/information-technology","data-formats/multimedia/rss-feed-readers","English","java","command-line","2014-01-06","bsd-license"
"OpenI: OLAP Data Visualization Plugin",NA,"linux/mac/windows","advanced-end-users/developers","business-intelligence/enterprise/olap","English","java/jsp","web-based","2014-02-27","gnu-general-public-license-version-2.0-(gplv2)"
"OpenVPN Manager","Alpha","windows","end-users-desktop","other-nonlisted-topic/security","English/German","c#",".net-mono","2012-11-05","gnu-general-public-license-version-2.0-(gplv2)"
"RES - An Open Cobol To Java Translator","Alpha","linux/mac/windows","advanced-end-users/developers/end-users-desktop/information-technology/other-audience","case/compilers/cross-compilers","NA","java","NA","2013-04-29","gnu-general-public-license-version-2.0-(gplv2)"
"RRAbuntu Live CD - Radio Automation ",NA,"NA","NA","NA","NA","NA","NA","2016-10-15","NA"
"RegexKit","Beta","bsd/linux/mac","developers","frameworks/text-processing","NA","NA","NA","2013-04-24","bsd-license"
"SHEF","Beta","linux/mac/windows","developers","dynamic-content/frameworks/text-editors/user-interfaces","English","java","java-swing","2013-04-29","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Sharp Serialization Library","Beta","linux/mac/windows","developers","communications/object-brokering/system","English","c#","win32-(ms-windows)","2013-04-15","common-public-license-1.0"
"StarBatch",NA,"windows","architects/engineering","autocad-dxf/computer-aided-technologies-(cadd-cam-cae)/mechanical-and-civil-engineering","NA","lisp/visual-basic-.net","NA","2020-01-08","creative-commons-attribution-non-commercial-license-v2.0"
"VPython",NA,"bsd/linux/mac/windows","developers","NA","NA","NA","NA","2013-06-04","python-license-(cnri-python-license)"
"VisualDDK",NA,"windows","developers","debuggers","NA","c++","plugins","2013-04-15","gnu-general-public-license-version-2.0-(gplv2)/gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Vlc_Icon_Changer",NA,"NA","NA","NA","NA","c++","NA","2015-08-19","gnu-general-public-license-version-2.0-(gplv2)"
"engine testbed","Alpha","bsd/linux/windows","developers","3d-rendering/games-entertainment/software-development","English","c++","win32-(ms-windows)/x-window-system-(x11)","2016-01-02","public-domain"
"pngnq",NA,"bsd/linux/windows","NA","graphics-conversion","NA","c","command-line","2013-04-23","bsd-license"
"DotNetWikiBot Framework",NA,"bsd/linux/mac/windows","advanced-end-users/developers/system-administrators","frameworks/site-management/wiki","English/Hungarian/Portuguese/Russian","c#","console-terminal","2016-02-16","gnu-general-public-license-version-2.0-(gplv2)"
"Open Flash Chart",NA,"linux/mac/windows","developers","cgi-tools-libraries","English","c#/javascript/perl/php/python","web-based","2016-11-18","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Pachyderm",NA,"linux/mac/windows","agriculture/developers/education/non-profit-organizations/system-administrators","education/internet/multimedia","NA","java","web-based","2015-05-08","gnu-general-public-license-version-2.0-(gplv2)"
"Slash",NA,"linux/mac/windows","developers/end-users-desktop","message-boards","NA","perl","non-interactive-(daemon)/web-based","2016-03-11","gnu-general-public-license-version-2.0-(gplv2)"
"UltraStar-NG (obsolete)","Inactive","linux/mac","education/end-users-desktop","education/side-scrolling-arcade-games","NA","c++","opengl","2013-04-17","gnu-general-public-license-version-2.0-(gplv2)"
"J!German - Joomla! translation in German",NA,"bsd/linux/mac/windows","advanced-end-users/end-users-desktop/system-administrators","cms-systems/i18n-(internationalization)/l10n-(localization)","German","php","web-based","2018-09-01","gnu-general-public-license-version-3.0-(gplv3)"
"JPassword Recovery Tool","Abandoned","linux/mac/windows","NA","security","NA","java","java-awt/java-swing","2016-09-07","gnu-general-public-license-version-3.0-(gplv3)"
"openSIS",NA,"NA","customer-service/education/government/healthcare-industry/management/non-profit-organizations","administration/computer-aided-instruction-(cai)/library","NA","php","web-based","2014-04-03","gnu-general-public-license-version-2.0-(gplv2)"
"Micro Alarm Clock","Beta","windows","non-profit-organizations","software-development","English","visual-basic","win32-(ms-windows)","2017-12-20","creative-commons-attribution-license"
"Suicide-Linux",NA,"linux","NA","NA","NA","NA","NA","2013-04-08","NA"
"JFire - Free ERP & Trading Platform",NA,"linux/mac/windows","advanced-end-users/developers/end-users-desktop/other-audience","accounting/crm/erp/project-management/scheduling/to-do-lists","English/German","java/javascript/jsp","java-swt/web-based","2013-04-25","gnu-library-or-lesser-general-public-license-version-2.0-(lgplv2)"
"Advanced IP Pinger",NA,"NA","NA","NA","NA","NA","NA","2019-09-20","NA"
"Advanced Volume Control",NA,"windows","NA","sound-audio","NA","c++","qt","2019-06-05","mit-license"
"Arch Linux USB OS",NA,"NA","NA","NA","NA","NA","NA","2020-04-03","NA"
"ArchLinux for Raspberry Pi 2 & 3",NA,"NA","NA","NA","NA","NA","NA","2020-01-17","NA"
"Auto Draw","Pre-Alpha","windows","developers/manufacturing","scientific-engineering","English","visual-basic","cocoa-(macos-x)/win32-(ms-windows)","2016-03-26","gnu-general-public-license-version-2.0-(gplv2)"
"BEMT",NA,"NA","NA","NA","NA","NA","NA","2015-03-29","NA"
"Bolzplatz 2006",NA,"linux/windows","end-users-desktop","games-entertainment","English/French/German","c++/java","win32-(ms-windows)/x-window-system-(x11)","2016-02-17","gnu-general-public-license-version-2.0-(gplv2)"
"Broadcom 43xx Linux Driver","Pre-Alpha","linux","end-users-desktop","hardware-drivers","English","c","other-toolkit","2014-06-09","gnu-general-public-license-version-2.0-(gplv2)"
"Calculadora Calculo Num<U+00E9>rico","Beta","NA","NA","education","Brazilian Portuguese","java","java-swing","2013-10-18","gnu-general-public-license-version-3.0-(gplv3)"
"CarbonROM-Lavender",NA,"NA","NA","NA","NA","NA","NA","5 days ago","NA"
"Covid-19 World Stats",NA,"NA","NA","NA","NA","NA","NA","5 days ago","NA"
"DAE Tools Project",NA,"linux/mac/windows","advanced-end-users/developers/engineering/information-technology/manufacturing/science-research","modeling/scientific-engineering/simulations","English","c++/python","gnome/kde/qt/win32-(ms-windows)/x-window-system-(x11)","2019-04-20","gnu-general-public-license-version-3.0-(gplv3)"
"ELF statifier",NA,"linux","developers/system-administrators","system","English","assembly/c/unix-shell","NA","2016-01-22","gnu-general-public-license-version-2.0-(gplv2)"
"Emulatorx","Abandoned","NA","NA","console-based-games/games-entertainment","NA","NA","NA","2016-01-03","NA"
"FreeLIMS",NA,"linux/mac/windows","healthcare-industry/manufacturing/quality-engineers/science-research","bio-informatics/chemistry/physics","English/French/German/Russian/Turkish/Ukrainian","java/javascript/jsp","java-swing","2017-10-17","gnu-general-public-license-version-2.0-(gplv2)"
"GLCD Tools",NA,"bsd/linux/windows","developers","code-generators/embedded-systems/graphics-conversion","NA","c++","qt","2014-07-02","gnu-general-public-license-version-2.0-(gplv2)"
"GP2Exe (Graphical Python to Exe)","Pre-Alpha","windows","developers/end-users-desktop","compilers","English/Spanish","python","win32-(ms-windows)","2015-08-25","gnu-general-public-license-version-2.0-(gplv2)"
"Glype Proxy",NA,"bsd/linux","developers","web-services","NA","php","web-based","2015-09-14","creative-commons-attribution-license"
"Huawei P Smart 2018",NA,"NA","NA","NA","NA","NA","NA","2019-11-10","NA"
"INI Parser Library","Beta","linux/mac/windows","developers","software-development","English","c","win32-(ms-windows)/x-window-system-(x11)","2013-04-23","gnu-general-public-license-version-2.0-(gplv2)"
"KiwiGuard",NA,"NA","NA","NA","NA","NA","NA","2015-03-16","NA"
"Marmite Family",NA,"NA","NA","NA","NA","NA","NA","2020-01-18","NA"
"Matrix Screensaver",NA,"NA","NA","screen-savers","NA","NA","NA","2013-12-03","NA"
"MultiCipher Plugin for Keepass",NA,"NA","NA","NA","NA","NA","NA","2020-04-22","NA"
"NetTool",NA,"linux/mac/windows","developers/information-technology","debuggers/monitoring/www-http","English","java","NA","2013-04-24","NA"
"OpenLD",NA,"NA","NA","multimedia/os-distribution/software-development","NA","NA","NA","2015-07-09","NA"
"Papagayo-NG",NA,"NA","NA","NA","NA","NA","NA","2017-07-31","NA"
"SIM Manager",NA,"windows","end-users-desktop","communications/office-business","English","c#",".net-mono","2015-04-28","gnu-general-public-license-version-3.0-(gplv3)"
"Sistema de Inventario Simple con PHP",NA,"linux/mac/windows","NA","crm/internet/office-business","NA","php","NA","2016-12-20","mit-license"
"StochPy","Beta","linux/mac/windows","science-research","bio-informatics/simulations","English","python","NA","2015-08-17","bsd-license"
"Street Rod 3","Alpha","windows","end-users-desktop","simulation","English","c++","opengl","2015-11-19","gnu-general-public-license-version-2.0-(gplv2)"
"Tsunami",NA,"windows","NA","networking/security","NA","visual-basic-.net",".net-mono","2016-12-30","NA"
"Volumio","Beta","linux","information-technology","NA","NA","NA","web-based","2015-11-23","gnu-general-public-license-version-3.0-(gplv3)"
"WIA On TWAIN","Beta","windows","engineering/information-technology","code-generators/digital-camera/scanners","NA","c++","win32-(ms-windows)","2017-04-05","mit-license"
"WINHunter",NA,"windows","developers/end-users-desktop/other-audience","artificial-intelligence/distributed-computing/games-entertainment/information-analysis","English","visual-basic","win32-(ms-windows)","2017-03-13","gnu-general-public-license-version-2.0-(gplv2)"
"gnormalize",NA,"NA","NA","audio-conversion/cd-ripping","NA","NA","NA","2017-11-16","gnu-general-public-license-version-2.0-(gplv2)"
"netcdf4excel",NA,"NA","NA","NA","NA","NA","NA","2014-09-16","NA"
"padthv1","Beta","linux","end-users-desktop","midi/sound-synthesis","English","c++","qt/x-window-system-(x11)","3 days ago","gnu-general-public-license-version-2.0-(gplv2)"
"snowflake",NA,"linux/windows","advanced-end-users/developers/information-technology/system-administrators","monitoring/ssh-(secure-shell)/systems-administration","NA","java/unix-shell","java-swing","2019-11-01","gnu-general-public-license-version-3.0-(gplv3)"
"upupw",NA,"NA","NA","NA","NA","NA","NA","2019-07-28","NA"
"xpd-ebike",NA,"android/linux/mac/windows","automotive","hardware","English/German/Russian","java/python","gtk+","2017-07-23","gnu-general-public-license-version-3.0-(gplv3)"
"hbaseexplorer",NA,"NA","advanced-end-users/developers/end-users-desktop/quality-engineers/system-administrators/testers","database/distributed-computing/front-ends","English","java","web-based","2015-07-12","apache-license-v2.0"
"Ada PDF Writer",NA,"NA","NA","data-formats/desktop-publishing/dynamic-content","NA","ada","NA","2020-03-28","mit-license"
"SchizoCopy",NA,"windows","engineering/information-technology/management/non-profit-organizations","file-management/filesystems/software-development","English","c++/python","project-is-a-window-manager/win32-(ms-windows)","2016-01-11","gnu-general-public-license-version-2.0-(gplv2)"
"A free penetration testing toolkit","Alpha","linux/mac/windows","NA","networking/security","NA","python","console-terminal/qt","2013-12-13","gnu-general-public-license-version-2.0-(gplv2)"
